order_id,date,product,category,region,quantity,unit_price,total,status,customer_rating
ORD-10303,2024-03-19,Coffee Maker,Home & Kitchen,EU,5,47.68,238.4,Pending,5
ORD-10304,2024-01-22,Resistance Bands,Sports,US,5,18.4,92.0,Completed,3
ORD-10305,2024-11-29,Bluetooth Speaker,Electronics,EU,3,65.55,196.65,Pending,5
ORD-10306,2024-11-17,Dumbbells,Sports,MENA,4,40.27,161.08,Completed,5
ORD-10307,2024-06-01,Yoga Mat,Sports,APAC,4,22.46,89.84,Completed,5
ORD-10308,2024-09-04,Wireless Headphones,Electronics,APAC,4,84.55,338.2,Completed,4
ORD-10309,2024-06-25,Dumbbells,Sports,APAC,3,35.56,106.68,Completed,4
ORD-10310,2024-05-03,Notebook Set,Books,APAC,3,15.6,46.8,Completed,4
ORD-10311,2024-01-26,Blender,Home & Kitchen,UK,1,52.91,52.91,Refunded,5
ORD-10312,2024-06-16,Backpack,Clothing,MENA,2,46.18,92.36,Completed,4
ORD-10313,2024-08-27,Air Fryer,Home & Kitchen,APAC,5,67.67,338.35,Completed,5
ORD-10314,2024-09-15,Wireless Headphones,Electronics,APAC,4,83.02,332.08,Completed,4
ORD-10315,2024-05-24,Dumbbells,Sports,APAC,1,37.55,37.55,Pending,5
ORD-10316,2024-01-05,Bluetooth Speaker,Electronics,US,5,61.05,305.25,Refunded,4
ORD-10317,2024-07-25,Resistance Bands,Sports,UK,3,16.91,50.73,Completed,5
ORD-10318,2024-07-04,Wireless Headphones,Electronics,MENA,2,93.82,187.64,Completed,3
ORD-10319,2024-05-23,Backpack,Clothing,MENA,5,49.25,246.25,Pending,3
ORD-10320,2024-07-10,Coffee Maker,Home & Kitchen,UK,4,52.04,208.16,Pending,4
ORD-10321,2024-09-17,Air Fryer,Home & Kitchen,APAC,5,67.4,337.0,Pending,3
ORD-10322,2024-08-30,Wireless Headphones,Electronics,MENA,3,81.87,245.61,Refunded,4
ORD-10323,2024-06-16,Dumbbells,Sports,MENA,2,42.68,85.36,Completed,4
ORD-10324,2024-10-30,Backpack,Clothing,UK,3,55.09,165.27,Pending,5
ORD-10325,2024-06-02,Notebook Set,Books,APAC,5,15.33,76.65,Completed,4
ORD-10326,2024-10-25,Smartwatch,Electronics,UK,4,213.68,854.72,Completed,5
ORD-10327,2024-10-22,Blender,Home & Kitchen,EU,5,53.15,265.75,Completed,5
ORD-10328,2024-07-13,Blender,Home & Kitchen,EU,5,51.84,259.2,Completed,3
ORD-10329,2024-04-07,Dumbbells,Sports,US,1,43.21,43.21,Refunded,4
ORD-10330,2024-07-29,Backpack,Clothing,MENA,2,45.02,90.04,Pending,5
ORD-10331,2024-12-27,Novel - Bestseller,Books,EU,1,21.12,21.12,Pending,4
ORD-10332,2024-09-26,Notebook Set,Books,APAC,4,14.71,58.84,Completed,4
ORD-10333,2024-10-06,Blender,Home & Kitchen,UK,3,62.04,186.12,Completed,5
ORD-10334,2024-05-22,Blender,Home & Kitchen,MENA,2,52.14,104.28,Completed,4
ORD-10335,2024-12-19,Yoga Mat,Sports,APAC,2,24.04,48.08,Completed,5
ORD-10336,2024-05-27,Smartwatch,Electronics,US,3,208.01,624.03,Pending,5
ORD-10337,2024-06-25,Notebook Set,Books,EU,4,14.91,59.64,Completed,3
ORD-10338,2024-06-26,Yoga Mat,Sports,APAC,1,25.05,25.05,Completed,5
ORD-10339,2024-05-18,Blender,Home & Kitchen,MENA,5,52.44,262.2,Completed,4
ORD-10340,2024-05-02,Running Shoes,Clothing,EU,5,68.5,342.5,Completed,5
ORD-10341,2024-01-27,Resistance Bands,Sports,US,2,18.07,36.14,Refunded,4
ORD-10342,2024-01-03,Jacket,Clothing,MENA,2,80.43,160.86,Completed,5
ORD-10343,2024-09-01,Bluetooth Speaker,Electronics,EU,4,68.01,272.04,Completed,4
ORD-10344,2024-11-29,Yoga Mat,Sports,MENA,1,23.35,23.35,Completed,5
ORD-10345,2024-03-30,Jacket,Clothing,APAC,1,85.38,85.38,Completed,3
ORD-10346,2024-04-05,Novel - Bestseller,Books,UK,4,18.98,75.92,Completed,3
ORD-10347,2024-06-20,Yoga Mat,Sports,UK,1,22.92,22.92,Refunded,5
ORD-10348,2024-09-15,Notebook Set,Books,APAC,2,15.46,30.92,Completed,4
ORD-10349,2024-08-22,Air Fryer,Home & Kitchen,UK,2,66.83,133.66,Completed,3
ORD-10350,2024-10-17,Jacket,Clothing,EU,3,77.76,233.28,Completed,5
ORD-10351,2024-08-06,Novel - Bestseller,Books,MENA,4,20.12,80.48,Completed,3
ORD-10352,2024-03-12,Backpack,Clothing,APAC,2,51.23,102.46,Completed,4
ORD-10353,2024-08-16,Wireless Headphones,Electronics,UK,2,86.86,173.72,Completed,4
ORD-10354,2024-05-13,Dumbbells,Sports,UK,1,41.07,41.07,Completed,3
ORD-10355,2024-03-22,Bluetooth Speaker,Electronics,APAC,3,55.76,167.28,Pending,5
ORD-10356,2024-11-23,Air Fryer,Home & Kitchen,UK,1,70.4,70.4,Completed,5
ORD-10357,2024-09-01,Python Book,Books,EU,2,28.63,57.26,Refunded,5
ORD-10358,2024-08-29,Dumbbells,Sports,MENA,5,37.75,188.75,Completed,4
ORD-10359,2024-09-26,Bluetooth Speaker,Electronics,APAC,1,65.31,65.31,Pending,5
ORD-10360,2024-02-27,Smartwatch,Electronics,US,5,183.9,919.5,Pending,5
ORD-10361,2024-03-25,Python Book,Books,UK,2,31.28,62.56,Pending,5
ORD-10362,2024-09-07,Running Shoes,Clothing,US,5,69.55,347.75,Pending,5
ORD-10363,2024-09-19,Air Fryer,Home & Kitchen,APAC,2,65.8,131.6,Refunded,5
ORD-10364,2024-01-12,Wireless Headphones,Electronics,APAC,3,93.56,280.68,Completed,3
ORD-10365,2024-01-24,Jacket,Clothing,APAC,1,75.4,75.4,Completed,5
ORD-10366,2024-02-05,Running Shoes,Clothing,APAC,1,67.29,67.29,Completed,4
ORD-10367,2024-11-24,Backpack,Clothing,APAC,2,45.36,90.72,Completed,5
ORD-10368,2024-07-11,Blender,Home & Kitchen,US,4,61.46,245.84,Pending,4
ORD-10369,2024-04-01,Bluetooth Speaker,Electronics,MENA,1,66.89,66.89,Refunded,5
ORD-10370,2024-01-02,Coffee Maker,Home & Kitchen,US,2,49.23,98.46,Completed,5
ORD-10371,2024-09-29,Bluetooth Speaker,Electronics,APAC,4,64.78,259.12,Completed,4
ORD-10372,2024-04-06,Blender,Home & Kitchen,US,3,54.26,162.78,Completed,5
ORD-10373,2024-05-03,Backpack,Clothing,EU,1,50.58,50.58,Completed,3
ORD-10374,2024-12-10,Dumbbells,Sports,US,5,34.52,172.6,Completed,5
ORD-10375,2024-10-03,Wireless Headphones,Electronics,EU,2,90.04,180.08,Completed,4
ORD-10376,2024-10-21,Notebook Set,Books,UK,2,17.21,34.42,Pending,5
ORD-10377,2024-05-01,Air Fryer,Home & Kitchen,UK,3,76.91,230.73,Completed,5
ORD-10378,2024-05-20,Notebook Set,Books,US,3,14.32,42.96,Pending,5
ORD-10379,2024-11-16,Resistance Bands,Sports,APAC,2,18.97,37.94,Pending,5
ORD-10380,2024-09-25,Wireless Headphones,Electronics,UK,4,102.87,411.48,Refunded,5
ORD-10381,2024-10-02,Coffee Maker,Home & Kitchen,APAC,2,44.36,88.72,Completed,4
ORD-10382,2024-08-25,Yoga Mat,Sports,US,2,24.52,49.04,Pending,5
ORD-10383,2024-07-17,Backpack,Clothing,EU,2,49.89,99.78,Completed,4
ORD-10384,2024-07-08,Smartwatch,Electronics,US,4,212.32,849.28,Pending,5
ORD-10385,2024-07-12,Novel - Bestseller,Books,MENA,3,18.0,54.0,Pending,3
ORD-10386,2024-12-09,Novel - Bestseller,Books,MENA,5,17.44,87.2,Completed,5
ORD-10387,2024-06-04,Python Book,Books,US,3,33.51,100.53,Completed,4
ORD-10388,2024-05-04,Jacket,Clothing,MENA,4,73.42,293.68,Completed,5
ORD-10389,2024-05-24,Resistance Bands,Sports,APAC,3,16.8,50.4,Refunded,5
ORD-10390,2024-07-03,Bluetooth Speaker,Electronics,MENA,3,59.38,178.14,Refunded,5
ORD-10391,2024-06-12,Running Shoes,Clothing,EU,4,71.55,286.2,Completed,4
ORD-10392,2024-03-15,Backpack,Clothing,US,2,43.75,87.5,Completed,5
ORD-10393,2024-05-31,Resistance Bands,Sports,EU,4,18.31,73.24,Completed,4
ORD-10394,2024-09-12,Python Book,Books,MENA,2,29.84,59.68,Completed,4
ORD-10395,2024-08-23,Air Fryer,Home & Kitchen,EU,4,79.59,318.36,Completed,4
ORD-10396,2024-04-04,Coffee Maker,Home & Kitchen,MENA,4,49.14,196.56,Completed,5
ORD-10397,2024-12-08,Wireless Headphones,Electronics,US,1,99.87,99.87,Completed,5
ORD-10398,2024-02-04,Coffee Maker,Home & Kitchen,EU,2,50.53,101.06,Completed,4
ORD-10399,2024-11-12,Notebook Set,Books,MENA,1,15.2,15.2,Refunded,5
ORD-10400,2024-10-09,Blender,Home & Kitchen,APAC,5,49.72,248.6,Completed,3
ORD-10401,2024-05-26,Notebook Set,Books,US,5,16.2,81.0,Pending,5
ORD-10402,2024-02-24,Bluetooth Speaker,Electronics,US,2,60.45,120.9,Pending,4
ORD-10403,2024-05-09,Python Book,Books,UK,5,28.43,142.15,Completed,5
ORD-10404,2024-08-23,Running Shoes,Clothing,MENA,4,64.56,258.24,Completed,5
ORD-10405,2024-11-30,Python Book,Books,US,1,29.24,29.24,Completed,5
ORD-10406,2024-01-29,Backpack,Clothing,US,4,47.73,190.92,Completed,3
ORD-10407,2024-10-16,Blender,Home & Kitchen,US,3,61.12,183.36,Pending,3
ORD-10408,2024-08-31,Python Book,Books,UK,5,28.58,142.9,Completed,3
ORD-10409,2024-10-15,Bluetooth Speaker,Electronics,US,5,67.87,339.35,Completed,4
ORD-10410,2024-03-14,Wireless Headphones,Electronics,APAC,5,102.62,513.1,Completed,4
ORD-10411,2024-07-18,Coffee Maker,Home & Kitchen,MENA,5,47.37,236.85,Completed,5
ORD-10412,2024-09-13,Air Fryer,Home & Kitchen,UK,1,78.12,78.12,Completed,3
ORD-10413,2024-06-23,Backpack,Clothing,MENA,1,45.99,45.99,Pending,5
ORD-10414,2024-01-16,Backpack,Clothing,UK,3,54.83,164.49,Refunded,5
ORD-10415,2024-08-09,Python Book,Books,EU,4,29.66,118.64,Pending,5
ORD-10416,2024-05-31,Backpack,Clothing,EU,5,44.23,221.15,Completed,3
ORD-10417,2024-07-18,Yoga Mat,Sports,UK,2,20.65,41.3,Completed,3
ORD-10418,2024-08-15,Running Shoes,Clothing,UK,3,58.58,175.74,Completed,3
ORD-10419,2024-08-17,Coffee Maker,Home & Kitchen,MENA,4,41.94,167.76,Pending,5
ORD-10420,2024-06-30,Backpack,Clothing,MENA,1,44.44,44.44,Completed,5
ORD-10421,2024-01-07,Dumbbells,Sports,UK,4,41.65,166.6,Refunded,5
ORD-10422,2024-05-04,Air Fryer,Home & Kitchen,MENA,5,66.32,331.6,Pending,4
ORD-10423,2024-05-17,Bluetooth Speaker,Electronics,UK,2,59.7,119.4,Completed,5
ORD-10424,2024-05-21,Coffee Maker,Home & Kitchen,APAC,4,41.67,166.68,Completed,5
ORD-10425,2024-05-06,Air Fryer,Home & Kitchen,APAC,3,66.18,198.54,Pending,5
ORD-10426,2024-06-04,Python Book,Books,US,2,30.42,60.84,Refunded,4
ORD-10427,2024-08-13,Novel - Bestseller,Books,UK,3,20.04,60.12,Refunded,5
ORD-10428,2024-11-04,Dumbbells,Sports,EU,3,35.49,106.47,Refunded,4
ORD-10429,2024-05-29,Coffee Maker,Home & Kitchen,APAC,3,51.92,155.76,Pending,4
ORD-10430,2024-07-05,Smartwatch,Electronics,US,4,198.79,795.16,Pending,4
ORD-10431,2024-12-15,Dumbbells,Sports,MENA,2,43.67,87.34,Completed,5
ORD-10432,2024-08-12,Blender,Home & Kitchen,UK,2,62.47,124.94,Completed,5
ORD-10433,2024-05-03,Bluetooth Speaker,Electronics,UK,3,61.48,184.44,Completed,5
ORD-10434,2024-08-17,Backpack,Clothing,MENA,1,52.67,52.67,Refunded,5
ORD-10435,2024-10-05,Backpack,Clothing,US,4,49.61,198.44,Completed,5
ORD-10436,2024-11-22,Resistance Bands,Sports,US,5,19.3,96.5,Completed,4
ORD-10437,2024-11-27,Bluetooth Speaker,Electronics,MENA,2,63.96,127.92,Completed,5
ORD-10438,2024-06-18,Bluetooth Speaker,Electronics,APAC,4,64.15,256.6,Completed,3
ORD-10439,2024-09-22,Running Shoes,Clothing,MENA,5,62.7,313.5,Pending,5
ORD-10440,2024-07-19,Dumbbells,Sports,APAC,3,36.3,108.9,Pending,5
ORD-10441,2024-09-04,Notebook Set,Books,US,1,14.06,14.06,Completed,5
ORD-10442,2024-03-13,Resistance Bands,Sports,UK,1,19.96,19.96,Completed,4
ORD-10443,2024-09-04,Blender,Home & Kitchen,UK,5,60.28,301.4,Refunded,3
ORD-10444,2024-06-12,Blender,Home & Kitchen,US,4,59.43,237.72,Completed,3
ORD-10445,2024-06-24,Air Fryer,Home & Kitchen,US,1,77.59,77.59,Completed,5
ORD-10446,2024-03-22,Python Book,Books,UK,5,30.86,154.3,Pending,5
ORD-10447,2024-11-18,Blender,Home & Kitchen,EU,4,52.69,210.76,Completed,5
ORD-10448,2024-11-10,Bluetooth Speaker,Electronics,EU,1,60.47,60.47,Refunded,5
ORD-10449,2024-04-15,Backpack,Clothing,UK,2,47.87,95.74,Completed,5
ORD-10450,2024-04-05,Running Shoes,Clothing,UK,5,71.49,357.45,Completed,4
ORD-10451,2024-09-27,Blender,Home & Kitchen,UK,4,51.07,204.28,Pending,5
ORD-10452,2024-06-27,Dumbbells,Sports,UK,1,37.93,37.93,Refunded,5
ORD-10453,2024-11-10,Coffee Maker,Home & Kitchen,MENA,3,50.21,150.63,Completed,5
ORD-10454,2024-06-05,Coffee Maker,Home & Kitchen,US,2,44.51,89.02,Completed,4
ORD-10455,2024-08-02,Jacket,Clothing,MENA,4,73.89,295.56,Completed,5
ORD-10456,2024-11-21,Backpack,Clothing,MENA,4,48.28,193.12,Completed,5
ORD-10457,2024-04-05,Coffee Maker,Home & Kitchen,UK,2,46.52,93.04,Refunded,5
ORD-10458,2024-09-05,Wireless Headphones,Electronics,EU,1,100.46,100.46,Completed,5
ORD-10459,2024-07-28,Notebook Set,Books,APAC,4,15.39,61.56,Refunded,5
ORD-10460,2024-02-12,Novel - Bestseller,Books,MENA,2,19.2,38.4,Completed,4
ORD-10461,2024-10-02,Yoga Mat,Sports,UK,2,19.98,39.96,Completed,5
ORD-10462,2024-10-08,Dumbbells,Sports,MENA,4,41.25,165.0,Completed,5
ORD-10463,2024-07-06,Running Shoes,Clothing,MENA,5,62.85,314.25,Completed,5
ORD-10464,2024-02-22,Blender,Home & Kitchen,EU,4,57.01,228.04,Completed,3
ORD-10465,2024-08-12,Blender,Home & Kitchen,US,1,53.11,53.11,Completed,4
ORD-10466,2024-12-29,Air Fryer,Home & Kitchen,MENA,3,78.08,234.24,Refunded,4
ORD-10467,2024-04-15,Dumbbells,Sports,US,2,35.52,71.04,Pending,4
ORD-10468,2024-03-27,Notebook Set,Books,UK,5,14.54,72.7,Completed,4
ORD-10469,2024-12-13,Dumbbells,Sports,US,5,36.74,183.7,Completed,5
ORD-10470,2024-12-01,Resistance Bands,Sports,EU,3,16.01,48.03,Completed,4
ORD-10471,2024-12-12,Coffee Maker,Home & Kitchen,APAC,2,49.04,98.08,Refunded,4
ORD-10472,2024-07-11,Dumbbells,Sports,APAC,4,40.21,160.84,Completed,5
ORD-10473,2024-07-25,Air Fryer,Home & Kitchen,MENA,1,80.64,80.64,Completed,5
ORD-10474,2024-09-06,Resistance Bands,Sports,UK,4,19.59,78.36,Pending,3
ORD-10475,2024-08-22,Novel - Bestseller,Books,UK,1,20.77,20.77,Completed,5
ORD-10476,2024-04-18,Backpack,Clothing,APAC,4,45.81,183.24,Completed,4
ORD-10477,2024-10-22,Novel - Bestseller,Books,EU,5,18.44,92.2,Pending,5
ORD-10478,2024-01-24,Air Fryer,Home & Kitchen,US,1,70.99,70.99,Refunded,3
ORD-10479,2024-08-13,Running Shoes,Clothing,APAC,2,73.6,147.2,Completed,5
ORD-10480,2024-11-28,Python Book,Books,UK,2,34.46,68.92,Completed,4
ORD-10481,2024-02-12,Running Shoes,Clothing,UK,3,69.14,207.42,Completed,3
ORD-10482,2024-08-07,Backpack,Clothing,US,2,50.71,101.42,Completed,3
ORD-10483,2024-10-30,Python Book,Books,EU,2,30.57,61.14,Pending,5
ORD-10484,2024-03-02,Blender,Home & Kitchen,APAC,3,49.63,148.89,Completed,5
ORD-10485,2024-02-22,Running Shoes,Clothing,US,1,62.22,62.22,Completed,4
ORD-10486,2024-03-09,Resistance Bands,Sports,EU,4,17.06,68.24,Completed,5
ORD-10487,2024-08-13,Dumbbells,Sports,UK,2,34.28,68.56,Completed,5
ORD-10488,2024-11-11,Jacket,Clothing,APAC,4,74.09,296.36,Completed,3
ORD-10489,2024-10-28,Resistance Bands,Sports,APAC,1,16.19,16.19,Completed,5
ORD-10490,2024-05-21,Smartwatch,Electronics,US,2,219.54,439.08,Completed,5
ORD-10491,2024-05-25,Dumbbells,Sports,US,5,39.9,199.5,Completed,4
ORD-10492,2024-07-19,Notebook Set,Books,UK,2,15.77,31.54,Completed,4
ORD-10493,2024-09-12,Blender,Home & Kitchen,MENA,2,54.81,109.62,Completed,5
ORD-10494,2024-06-11,Resistance Bands,Sports,EU,3,20.03,60.09,Refunded,5
ORD-10495,2024-08-29,Backpack,Clothing,US,2,47.58,95.16,Completed,5
ORD-10496,2024-01-21,Running Shoes,Clothing,US,2,58.72,117.44,Refunded,5
ORD-10497,2024-07-31,Yoga Mat,Sports,APAC,5,23.26,116.3,Refunded,3
ORD-10498,2024-03-19,Bluetooth Speaker,Electronics,UK,5,62.04,310.2,Completed,4
ORD-10499,2024-03-20,Running Shoes,Clothing,MENA,2,66.81,133.62,Completed,5
ORD-10500,2024-06-07,Dumbbells,Sports,APAC,1,40.23,40.23,Completed,3
ORD-10501,2024-02-29,Python Book,Books,APAC,4,27.64,110.56,Pending,5
ORD-10502,2024-03-02,Wireless Headphones,Electronics,US,2,87.95,175.9,Completed,5
ORD-10503,2024-09-24,Wireless Headphones,Electronics,MENA,3,84.68,254.04,Completed,4
ORD-10504,2024-03-01,Smartwatch,Electronics,US,3,186.34,559.02,Completed,5
ORD-10505,2024-12-30,Yoga Mat,Sports,MENA,3,22.68,68.04,Completed,5
ORD-10506,2024-09-12,Blender,Home & Kitchen,MENA,1,56.52,56.52,Completed,4
ORD-10507,2024-10-20,Coffee Maker,Home & Kitchen,US,1,43.85,43.85,Completed,5
ORD-10508,2024-05-05,Notebook Set,Books,US,1,13.5,13.5,Refunded,4
ORD-10509,2024-01-19,Backpack,Clothing,MENA,2,54.24,108.48,Refunded,4
ORD-10510,2024-05-18,Smartwatch,Electronics,US,3,192.4,577.2,Pending,4
ORD-10511,2024-04-01,Running Shoes,Clothing,EU,1,66.66,66.66,Pending,3
ORD-10512,2024-05-24,Backpack,Clothing,UK,4,44.03,176.12,Completed,3
ORD-10513,2024-04-12,Notebook Set,Books,UK,3,15.2,45.6,Pending,4
ORD-10514,2024-07-07,Jacket,Clothing,MENA,4,83.4,333.6,Refunded,4
ORD-10515,2024-03-18,Jacket,Clothing,US,2,88.88,177.76,Refunded,3
ORD-10516,2024-06-20,Python Book,Books,US,1,31.05,31.05,Refunded,5
ORD-10517,2024-09-28,Jacket,Clothing,EU,2,77.17,154.34,Refunded,5
ORD-10518,2024-12-30,Wireless Headphones,Electronics,UK,2,102.87,205.74,Completed,3
ORD-10519,2024-07-30,Resistance Bands,Sports,UK,5,16.76,83.8,Refunded,5
ORD-10520,2024-03-09,Running Shoes,Clothing,APAC,5,67.94,339.7,Completed,5
ORD-10521,2024-05-01,Dumbbells,Sports,UK,2,34.79,69.58,Completed,4
ORD-10522,2024-06-11,Resistance Bands,Sports,APAC,3,19.25,57.75,Completed,4
ORD-10523,2024-10-26,Running Shoes,Clothing,US,2,73.83,147.66,Completed,3
ORD-10524,2024-07-27,Coffee Maker,Home & Kitchen,US,3,46.06,138.18,Pending,4
ORD-10525,2024-08-25,Air Fryer,Home & Kitchen,UK,3,68.54,205.62,Completed,3
ORD-10526,2024-12-26,Coffee Maker,Home & Kitchen,MENA,3,50.14,150.42,Completed,4
ORD-10527,2024-02-16,Novel - Bestseller,Books,EU,2,21.16,42.32,Completed,5
ORD-10528,2024-05-13,Notebook Set,Books,EU,3,13.67,41.01,Completed,5
ORD-10529,2024-05-07,Novel - Bestseller,Books,US,5,19.24,96.2,Refunded,3
ORD-10530,2024-01-07,Air Fryer,Home & Kitchen,US,1,79.09,79.09,Completed,4
ORD-10531,2024-12-17,Python Book,Books,US,3,33.17,99.51,Pending,5
ORD-10532,2024-01-12,Yoga Mat,Sports,US,1,24.85,24.85,Completed,5
ORD-10533,2024-06-18,Blender,Home & Kitchen,US,1,60.63,60.63,Completed,5
ORD-10534,2024-08-09,Wireless Headphones,Electronics,APAC,5,84.77,423.85,Refunded,3
ORD-10535,2024-06-30,Backpack,Clothing,EU,2,51.4,102.8,Completed,4
ORD-10536,2024-01-18,Yoga Mat,Sports,MENA,2,22.25,44.5,Pending,5
ORD-10537,2024-07-29,Python Book,Books,MENA,4,31.84,127.36,Refunded,3
ORD-10538,2024-08-02,Running Shoes,Clothing,EU,2,63.05,126.1,Pending,4
ORD-10539,2024-01-10,Bluetooth Speaker,Electronics,APAC,5,68.9,344.5,Completed,5
ORD-10540,2024-10-16,Notebook Set,Books,MENA,3,16.42,49.26,Completed,5
ORD-10541,2024-11-01,Yoga Mat,Sports,EU,3,20.79,62.37,Completed,4
ORD-10542,2024-09-28,Wireless Headphones,Electronics,UK,4,99.18,396.72,Pending,4
ORD-10543,2024-05-16,Coffee Maker,Home & Kitchen,MENA,2,42.09,84.18,Completed,4
ORD-10544,2024-06-30,Dumbbells,Sports,EU,4,42.24,168.96,Completed,4
ORD-10545,2024-10-29,Dumbbells,Sports,US,3,37.22,111.66,Completed,5
ORD-10546,2024-09-09,Dumbbells,Sports,MENA,2,35.55,71.1,Completed,4
ORD-10547,2024-04-29,Blender,Home & Kitchen,MENA,1,50.02,50.02,Completed,3
ORD-10548,2024-11-10,Notebook Set,Books,EU,3,15.28,45.84,Completed,4
ORD-10549,2024-01-31,Jacket,Clothing,US,3,74.6,223.8,Completed,5
ORD-10550,2024-09-26,Jacket,Clothing,UK,1,89.22,89.22,Completed,4
ORD-10551,2024-10-27,Jacket,Clothing,US,4,89.7,358.8,Completed,4
ORD-10552,2024-08-11,Smartwatch,Electronics,APAC,2,186.81,373.62,Completed,4
ORD-10553,2024-07-01,Jacket,Clothing,EU,5,90.23,451.15,Pending,4
ORD-10554,2024-03-06,Backpack,Clothing,EU,3,46.88,140.64,Completed,5
ORD-10555,2024-01-17,Dumbbells,Sports,EU,5,37.92,189.6,Pending,4
ORD-10556,2024-04-23,Resistance Bands,Sports,MENA,5,19.29,96.45,Completed,5
ORD-10557,2024-05-01,Coffee Maker,Home & Kitchen,UK,1,44.72,44.72,Completed,4
ORD-10558,2024-12-28,Bluetooth Speaker,Electronics,UK,1,67.27,67.27,Refunded,3
ORD-10559,2024-06-28,Yoga Mat,Sports,UK,1,20.95,20.95,Completed,5
ORD-10560,2024-08-02,Wireless Headphones,Electronics,EU,4,82.07,328.28,Refunded,5
ORD-10561,2024-07-11,Resistance Bands,Sports,US,5,17.41,87.05,Refunded,5
ORD-10562,2024-03-24,Bluetooth Speaker,Electronics,APAC,2,65.36,130.72,Completed,3
ORD-10563,2024-02-23,Yoga Mat,Sports,US,3,19.91,59.73,Completed,4
ORD-10564,2024-10-07,Resistance Bands,Sports,US,1,17.39,17.39,Completed,5
ORD-10565,2024-08-08,Dumbbells,Sports,EU,1,42.69,42.69,Pending,5
ORD-10566,2024-04-15,Coffee Maker,Home & Kitchen,EU,3,41.56,124.68,Refunded,5
ORD-10567,2024-05-15,Notebook Set,Books,UK,5,16.2,81.0,Completed,4
ORD-10568,2024-10-08,Running Shoes,Clothing,APAC,5,59.31,296.55,Completed,3
ORD-10569,2024-05-30,Smartwatch,Electronics,MENA,1,180.18,180.18,Refunded,4
ORD-10570,2024-11-22,Running Shoes,Clothing,UK,2,58.92,117.84,Completed,5
ORD-10571,2024-08-29,Novel - Bestseller,Books,APAC,4,17.64,70.56,Completed,3
ORD-10572,2024-07-08,Bluetooth Speaker,Electronics,APAC,2,62.15,124.3,Completed,4
ORD-10573,2024-08-26,Blender,Home & Kitchen,UK,4,50.11,200.44,Completed,4
ORD-10574,2024-02-13,Dumbbells,Sports,UK,1,34.79,34.79,Pending,5
ORD-10575,2024-02-01,Air Fryer,Home & Kitchen,APAC,5,75.42,377.1,Pending,5
ORD-10576,2024-10-20,Notebook Set,Books,EU,4,16.07,64.28,Refunded,4
ORD-10577,2024-09-14,Running Shoes,Clothing,MENA,1,64.92,64.92,Pending,5
ORD-10578,2024-03-02,Bluetooth Speaker,Electronics,APAC,2,68.73,137.46,Completed,4
ORD-10579,2024-01-22,Python Book,Books,APAC,2,33.05,66.1,Completed,5
ORD-10580,2024-10-31,Backpack,Clothing,UK,2,45.62,91.24,Completed,5
ORD-10581,2024-07-17,Resistance Bands,Sports,MENA,1,19.28,19.28,Refunded,5
ORD-10582,2024-08-22,Smartwatch,Electronics,US,5,222.82,1114.1,Pending,5
ORD-10583,2024-07-31,Notebook Set,Books,EU,1,16.42,16.42,Completed,5
ORD-10584,2024-02-24,Dumbbells,Sports,MENA,1,39.74,39.74,Completed,4
ORD-10585,2024-07-29,Novel - Bestseller,Books,UK,3,19.63,58.89,Refunded,5
ORD-10586,2024-01-20,Blender,Home & Kitchen,EU,4,57.37,229.48,Completed,5
ORD-10587,2024-01-20,Coffee Maker,Home & Kitchen,APAC,4,47.98,191.92,Completed,5
ORD-10588,2024-05-17,Python Book,Books,UK,4,27.36,109.44,Completed,4
ORD-10589,2024-05-23,Novel - Bestseller,Books,APAC,3,20.86,62.58,Completed,4
ORD-10590,2024-06-13,Coffee Maker,Home & Kitchen,UK,4,44.37,177.48,Refunded,5
ORD-10591,2024-04-18,Bluetooth Speaker,Electronics,APAC,4,55.33,221.32,Refunded,5
ORD-10592,2024-09-20,Novel - Bestseller,Books,EU,1,18.87,18.87,Completed,4
ORD-10593,2024-09-25,Jacket,Clothing,MENA,2,81.11,162.22,Completed,4
ORD-10594,2024-01-30,Python Book,Books,EU,2,33.55,67.1,Completed,5
ORD-10595,2024-05-20,Wireless Headphones,Electronics,UK,2,101.64,203.28,Refunded,5
ORD-10596,2024-12-14,Backpack,Clothing,US,1,50.82,50.82,Completed,4
ORD-10597,2024-08-30,Blender,Home & Kitchen,MENA,2,57.67,115.34,Pending,4
ORD-10598,2024-12-18,Smartwatch,Electronics,US,3,188.17,564.51,Completed,3
ORD-10599,2024-04-19,Backpack,Clothing,EU,5,43.8,219.0,Completed,5
ORD-10600,2024-09-19,Python Book,Books,US,4,29.01,116.04,Completed,5
ORD-10601,2024-11-03,Resistance Bands,Sports,US,2,16.33,32.66,Completed,4
ORD-10602,2024-12-30,Dumbbells,Sports,UK,3,41.85,125.55,Refunded,5
ORD-10603,2024-04-21,Novel - Bestseller,Books,APAC,3,18.75,56.25,Completed,5
ORD-10604,2024-10-26,Notebook Set,Books,US,4,16.58,66.32,Completed,5
ORD-10605,2024-10-14,Bluetooth Speaker,Electronics,MENA,3,68.49,205.47,Pending,4
ORD-10606,2024-02-02,Yoga Mat,Sports,UK,4,23.56,94.24,Completed,5
ORD-10607,2024-12-01,Smartwatch,Electronics,UK,3,223.06,669.18,Completed,4
